"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_2145","motif_343","0.011","0.475","501.4073","None","None"
"document_3977","motif_283","0.012","0.475","641.2937","None","None"
"document_4911","motif_190","0.012","0.475","746.6264","None","None"
"document_2014","motif_348","0.014","0.475","492.3998","None","None"
"document_3639","motif_192","0.015","0.475","614.3325","None","None"
"document_5523","motif_273","0.015","0.475","942.7374","None","None"
"document_3622","motif_169","0.016","0.475","613.4947","None","None"
"document_1297","motif_18","0.019","0.475","455.3496","None","None"
"document_1057","motif_93","0.020","0.475","439.3555","None","None"
"document_4261","motif_157","0.021","0.475","662.4957","None","None"
"document_1676","motif_18","0.022","0.475","474.3911","None","None"
"document_2180","motif_77","0.023","0.475","503.4152","None","None"
"document_4681","motif_280","0.023","0.475","706.5975","None","None"
"document_4138","motif_310","0.024","0.475","652.5760","None","None"
"document_3028","motif_357","0.025","0.475","565.4252","None","None"
"document_531","motif_425","0.026","0.475","397.3080","None","None"
"document_4367","motif_52","0.027","0.475","672.4978","None","None"
"document_1470","motif_128","0.029","0.475","462.3913","None","None"
"document_2567","motif_425","0.030","0.475","531.3651","None","None"
"document_2386","motif_169","0.031","0.475","518.4175","None","None"
"document_2595","motif_175","0.031","0.475","532.3978","None","None"
"document_334","motif_292","0.032","0.475","369.3139","None","None"
"document_1267","motif_157","0.034","0.475","452.3703","None","None"
"document_431","motif_292","0.034","0.475","383.3272","None","None"
"document_5104","motif_273","0.037","0.475","788.5623","None","None"
"document_2336","motif_310","0.040","0.475","515.3711","None","None"
"document_1770","motif_77","0.044","0.475","478.4188","None","None"
"document_3240","motif_93","0.047","0.475","583.4116","None","None"
"document_5477","motif_157","0.047","0.475","928.6483","None","None"
"document_2508","motif_235","0.048","0.475","527.4196","None","None"
"document_2332","motif_458","0.053","0.475","515.2955","None","None"
"document_3639","motif_458","0.055","0.475","614.3325","None","None"
"document_3158","motif_305","0.059","0.475","576.4236","None","None"
"document_5597","motif_452","0.070","0.475","978.7156","None","None"
"document_5596","motif_132","0.106","0.475","978.6069","None","None"
"document_729","motif_157","0.115","0.475","413.3710","None","None"
"document_5354","motif_157","0.123","0.475","862.6030","None","None"
"document_436","motif_321","0.134","0.475","383.3293","None","None"
"document_3710","motif_157","0.176","0.475","619.4347","None","None"
"document_437","motif_321","0.202","0.475","383.3294","None","None"
"document_5260","motif_230","0.225","0.475","826.5598","None","None"
"document_2848","motif_178","0.249","0.475","551.4799","None","None"
"document_3682","motif_157","0.264","0.475","617.4532","None","None"
"document_2160","motif_156","0.277","0.475","502.4230","None","None"
"document_3436","motif_491","0.316","0.475","599.2980","None","None"
"document_2398","motif_198","0.454","0.475","518.4192","None","None"
"document_2043","motif_487","0.501","0.475","494.4190","None","None"
"document_1586","motif_122","0.623","0.475","471.2375","None","None"
"document_586","motif_19","0.683","0.475","401.3795","None","None"
"document_3716","motif_133","0.772","0.475","620.3607","None","None"
"document_4990","motif_270","1.000","0.475","762.5250","None","None"
"document_3258","motif_425","0.011","0.476","584.4846","None","None"
"document_1734","motif_93","0.012","0.476","476.4078","None","None"
"document_2259","motif_152","0.012","0.476","508.4278","None","None"
"document_3724","motif_169","0.012","0.476","620.5182","None","None"
"document_2642","motif_190","0.015","0.476","536.3263","None","None"
"document_1728","motif_20","0.016","0.476","476.4075","None","None"
"document_3737","motif_197","0.016","0.476","622.4825","None","None"
"document_553","motif_18","0.017","0.476","398.3604","None","None"
"document_2288","motif_235","0.018","0.476","512.2632","None","None"
"document_4357","motif_318","0.018","0.476","672.3381","None","None"
"document_5303","motif_397","0.018","0.476","842.5949","None","None"
"document_5373","motif_23","0.019","0.476","870.7023","None","None"
"document_1190","motif_425","0.020","0.476","445.3660","None","None"
"document_1807","motif_356","0.020","0.476","481.2570","None","None"
"document_1975","motif_105","0.020","0.476","490.3870","None","None"
"document_1155","motif_310","0.021","0.476","443.3831","None","None"
"document_2483","motif_443","0.021","0.476","524.2863","None","None"
"document_5034","motif_18","0.021","0.476","772.1019","None","None"
"document_983","motif_374","0.021","0.476","432.3459","None","None"
"document_3641","motif_18","0.022","0.476","614.4742","None","None"
"document_2393","motif_169","0.023","0.476","518.4187","None","None"
"document_950","motif_425","0.025","0.476","429.3708","None","None"
"document_1658","motif_278","0.027","0.476","473.3873","None","None"
"document_2623","motif_105","0.031","0.476","534.4132","None","None"
"document_862","motif_305","0.032","0.476","423.4164","None","None"
"document_4103","motif_283","0.042","0.476","650.5093","None","None"
"document_1574","motif_224","0.046","0.476","469.4031","None","None"
"document_1916","motif_175","0.046","0.476","487.3064","None","None"
"document_976","motif_93","0.047","0.476","431.3512","None","None"
"document_128","motif_458","0.050","0.476","315.1942","None","None"
"document_3991","motif_255","0.056","0.476","642.3036","None","None"
"document_4757","motif_368","0.067","0.476","717.5769","None","None"
"document_2363","motif_169","0.070","0.476","516.4065","None","None"
"document_1242","motif_235","0.073","0.476","448.3776","None","None"
"document_5488","motif_129","0.080","0.476","932.7193","None","None"
"document_838","motif_342","0.081","0.476","423.3606","None","None"
"document_3468","motif_458","0.082","0.476","601.2780","None","None"
"document_4429","motif_132","0.083","0.476","678.2909","None","None"
"document_4538","motif_52","0.115","0.476","688.5367","None","None"
"document_3487","motif_458","0.129","0.476","602.3098","None","None"
"document_2374","motif_131","0.185","0.476","517.4076","None","None"
"document_4513","motif_92","0.198","0.476","686.3526","None","None"
"document_2245","motif_328","0.324","0.476","508.2891","None","None"
"document_5267","motif_127","0.358","0.476","828.5804","None","None"
"document_800","motif_201","0.379","0.476","419.2200","None","None"
"document_3420","motif_297","0.410","0.476","598.3380","None","None"
"document_3387","motif_488","0.438","0.476","596.3060","None","None"
"document_4935","motif_327","0.664","0.476","750.4189","None","None"
"document_1675","motif_181","0.690","0.476","474.3911","None","None"
"document_530","motif_206","0.771","0.476","397.3080","None","None"
"document_4940","motif_393","0.829","0.476","750.6045","None","None"
"document_4199","motif_418","0.011","0.477","657.5368","None","None"
"document_3526","motif_129","0.013","0.477","605.4747","None","None"
"document_4544","motif_491","0.014","0.477","690.3111","None","None"
"document_1310","motif_425","0.017","0.477","455.3507","None","None"
"document_4070","motif_204","0.017","0.477","648.3011","None","None"
"document_2247","motif_190","0.019","0.477","508.3633","None","None"
"document_4724","motif_300","0.019","0.477","712.6566","None","None"
"document_2233","motif_264","0.022","0.477","506.3822","None","None"
"document_953","motif_425","0.025","0.477","429.3711","None","None"
"document_1934","motif_175","0.030","0.477","488.3368","None","None"
"document_654","motif_105","0.030","0.477","409.3393","None","None"
"document_756","motif_310","0.031","0.477","415.3202","None","None"
"document_4768","motif_128","0.032","0.477","719.5915","None","None"
"document_5562","motif_315","0.035","0.477","962.7683","None","None"
"document_1927","motif_20","0.041","0.477","487.3764","None","None"
"document_1615","motif_157","0.044","0.477","472.3767","None","None"
"document_1651","motif_278","0.046","0.477","473.3622","None","None"
"document_3516","motif_6","0.047","0.477","604.4978","None","None"
"document_1318","motif_114","0.048","0.477","455.3531","None","None"
"document_1546","motif_19","0.052","0.477","468.3954","None","None"
"document_4587","motif_157","0.055","0.477","694.5581","None","None"
"document_4949","motif_157","0.055","0.477","752.5894","None","None"
"document_572","motif_235","0.055","0.477","400.3750","None","None"
"document_1641","motif_91","0.073","0.477","473.3600","None","None"
"document_1779","motif_250","0.076","0.477","479.2411","None","None"
"document_440","motif_321","0.153","0.477","383.3296","None","None"
"document_2632","motif_87","0.239","0.477","535.4116","None","None"
"document_1360","motif_278","0.502","0.477","457.3652","None","None"
"document_5039","motif_109","0.708","0.477","772.6065","None","None"
"document_1553","motif_169","0.010","0.478","469.3627","None","None"
"document_1667","motif_310","0.011","0.478","474.3609","None","None"
"document_2338","motif_425","0.011","0.478","515.3730","None","None"
"document_1033","motif_410","0.012","0.478","437.2326","None","None"
"document_3577","motif_146","0.012","0.478","609.5041","None","None"
"document_5635","motif_169","0.012","0.478","994.7518","None","None"
"document_4757","motif_319","0.013","0.478","717.5769","None","None"
"document_1311","motif_425","0.014","0.478","455.3508","None","None"
"document_1987","motif_235","0.014","0.478","490.4071","None","None"
"document_3938","motif_431","0.014","0.478","638.4839","None","None"
"document_5047","motif_230","0.015","0.478","774.5256","None","None"
"document_3126","motif_250","0.016","0.478","574.2995","None","None"
"document_4551","motif_146","0.016","0.478","690.5073","None","None"
"document_3005","motif_163","0.017","0.478","564.2941","None","None"
"document_4482","motif_367","0.017","0.478","682.5220","None","None"
"document_1653","motif_431","0.018","0.478","473.3625","None","None"
"document_4222","motif_66","0.018","0.478","658.5370","None","None"
"document_1096","motif_425","0.019","0.478","441.3349","None","None"
"document_4047","motif_163","0.020","0.478","645.3054","None","None"
"document_412","motif_93","0.020","0.478","380.2791","None","None"
"document_3661","motif_458","0.021","0.478","616.3115","None","None"
"document_4405","motif_443","0.021","0.478","676.3105","None","None"
"document_2260","motif_305","0.022","0.478","508.4293","None","None"
"document_729","motif_425","0.022","0.478","413.3710","None","None"
"document_3048","motif_132","0.024","0.478","567.3172","None","None"
"document_3540","motif_105","0.027","0.478","606.5433","None","None"
"document_1384","motif_20","0.028","0.478","458.3883","None","None"
"document_1471","motif_235","0.028","0.478","462.3914","None","None"
"document_2946","motif_367","0.029","0.478","559.3972","None","None"
"document_1117","motif_160","0.030","0.478","441.3720","None","None"
"document_4903","motif_391","0.035","0.478","745.4996","None","None"
"document_1319","motif_305","0.036","0.478","455.3826","None","None"
"document_4937","motif_319","0.036","0.478","750.5259","None","None"
"document_3641","motif_157","0.041","0.478","614.4742","None","None"
"document_3188","motif_114","0.043","0.478","579.4724","None","None"
"document_3655","motif_458","0.044","0.478","616.2865","None","None"
"document_3514","motif_342","0.046","0.478","604.4558","None","None"
"document_5090","motif_157","0.051","0.478","784.6035","None","None"
"document_1456","motif_197","0.053","0.478","461.3626","None","None"
"document_2341","motif_282","0.061","0.478","515.3827","None","None"
"document_4268","motif_230","0.064","0.478","662.5704","None","None"
"document_1139","motif_345","0.082","0.478","442.3985","None","None"
